id,name,ruby,ruby_origin
19895,未来への沈黙,みらいへのちんもく,みらいへのちんもく
19896,古代の進軍,あんてぃーくぎああどばんす,アンティーク・ギアアドバンス
19897,幻奏協奏曲,げんそうきょうそうきょく,げんそうきょうそうきょく
19898,罪宝合戦,ざいほうがっせん,ざいほうがっせん
19899,蕾禍繚乱狂咲,らいかりょうらんくるいざき,ライカリョウランクルイザキ
19900,盃満ちる燦幻荘,さかずきみちるさんげんそう,さかずきみちるさんげんそう
19901,燦幻開門,さんげんかいめん,さんげんカイメン
19902,ナイトメア・スローン,ないとめあすろーん,ナイトメア・スローン
19903,粛声なる祝福,しゅくせいなるしゅくふく,しゅくせいなるしゅくふく
19904,冥骸融合－メメント・フュージョン,めいがいゆうごうめめんとふゅーじょん,めいがいゆうごう－メメント・フュージョン
19905,ウェイクアップ・センチュリオン！,うぇいくあっぷせんちゅりおん,ウェイクアップ・センチュリオン！
19906,ヴァルモニカ・インヴィターレ,ゔぁるもにかいんゔぃたーれ,ヴァルモニカ・インヴィターレ
19907,ヴァルモニカ・ディサルモニア,ゔぁるもにかでぃさるもにあ,ヴァルモニカ・ディサルモニア
19908,仇すれば通図,きゅうすればつうず,きゅうすればつうず
19909,ブリンクアウト,ぶりんくあうと,ブリンクアウト
19910,共界神淵体,めたとろにおす,メタトロニオス
19911,雪沓の 跡追うひとつ またひとつ,ゆきぐつのあとおうひとつまたひとつ,ゆきぐつの　あとおうひとつ　またひとつ
19912,隠し砦 ストロング・ホールド,かくしとりですとろんぐほーるど,かくしとりで　ストロング・ホールド
19913,古代の機械競闘,あんてぃーくぎあでゅえる,アンティーク・ギアデュエル
19914,百鬼羅刹大重畳,ごぶりんらいだーだいちょうじょう,ゴブリンライダーだいちょうじょう
19915,廻る罪宝,めぐるざいほう,めぐるざいほう
19916,微睡の罪宝－モーリアン,まどろみのざいほうもーりあん,まどろみのざいほう－モーリアン
19917,蕾禍大輪首狩舞,らいかだいりんくびかりまい,ライカダイリンクビカリマイ
19918,ライトロード・アイギス,らいとろーどあいぎす,ライトロード・アイギス
19919,幻惑のバリア －ミラージュフォース－,げんわくのばりあみらーじゅふぉーす,げんわくのバリア　－ミラージュフォース－
19920,地縛死霊ゾーマ,じばくしりょうぞーま,じばくしりょうゾーマ
19921,連慄砲固定式,れんりつほうこていしき,れんりつほうこていしき
19932,閉ザサレシ天ノ月,さろすなんな,サロス＝ナンナ
19933,合体術式－エンゲージ・ゼロ,がったいじゅつしきえんげーじぜろ,がったいじゅつしき－エンゲージ・ゼロ
19934,ミラァと燐寸之仔,みらぁとまっちのこ,ミラァとマッチノコ
19935,A★スペキュレーション,えーすたーすぺきゅれーしょん,エースタースペキュレーション
19936,四獣層ウォンキー,かるてっとうぉんきー,カルテットウォンキー
19937,ライフハック,らいふはっく,ライフハック
19938,獣累々,ししるいるい,ししるいるい
20029,マジックカード「死者蘇生」,まじっくかーどししゃそせい,マジックカード「ししゃそせい」
20030,伝説の決闘場,でんせつのけっとうじょう,でんせつのけっとうじょう
20031,ビッグ・インフレート・ドラゴン,びっぐいんふれーとどらごん,ビッグ・インフレート・ドラゴン
20032,超熱血本塁打王,ちょうねっけつあーちすと,ちょうねっけつアーチスト
20033,The Legend of Tickets,ざれじぇんどおぶちけっと,ザ・レジェンド・オブ・チケット
20034,タイム・ディメンションホール,たいむでぃめんしょんほーる,タイム・ディメンションホール
20036,デーモンの光来,でーもんのこうらい,デーモンのこうらい
20037,ファントム・オブ・ユベル,ふぁんとむおぶゆべる,ファントム・オブ・ユベル
20038,呪炎王 バースト・カースド,じゅえんおうばーすとかーすど,じゅえんおう　バースト・カースド
20039,インフェルニティ・クイーン,いんふぇるにてぃくいーん,インフェルニティ・クイーン
20041,マジックカード「クロス・ソウル」,まじっくかーどくろすそうる,マジックカード「クロス・ソウル」
20057,黄鉄の愚騎士,ぱいらいとないと,パイライト・ナイト
20058,バーバリアン・エコーズ,ばーばりあんえこーず,バーバリアン・エコーズ
20059,想定GUYS,そうていがいず,そうていガイズ
20060,クリシュナード・ウィッチ,くりしゅなーどうぃっち,クリシュナード・ウィッチ
20061,密林に潜む者,みつりんにひそむもの,みつりんにひそむもの
20062,多元宇宙,まるちゆにばーす,マルチユニバース
20063,竜葬主－ヴィブリアル,りゅうそうしゅゔぃぶりある,りゅうそうしゅ－ヴィブリアル
20064,狂愛の竜娘アイザ,きょうあいのりゅうこあいざ,きょうあいのりゅうこアイザ
20065,盛悴のリザルドーズ,せいすいのりざるどーず,せいすいのリザルドーズ
20066,灰滅せし都の呪術師,かいめつせしみやこのじゅじゅつし,かいめつせしみやこのじゅじゅつし
20067,灰滅せし都の先懸,かいめつせしみやこのさきがけ,かいめつせしみやこのさきがけ
20068,滅亡き闇 ヴェイドス,はてなきやみゔぇいどす,はてなきやみ　ヴェイドス
20069,灰滅せし成れの果て,かいめつせしなれのはて,かいめつせしなれのはて
20070,灰滅の復燃,かいめつのふくねん,かいめつのふくねん
20071,灰滅の憤怒,かいめつのふんど,かいめつのふんど
20072,果てなき灰滅,はてなきかいめつ,はてなきかいめつ
20178,古代の機械竜,あんてぃーくぎあどらごん,アンティーク・ギアドラゴン
20180,千年の眠りから覚めし原人,せんねんのねむりからさめしげんじん,せんねんのねむりからさめしげんじん
20181,千年の宝を守りしゴーレム,せんねんのたからをまもりしごーれむ,せんねんのたからをまもりしゴーレム
20182,千年王朝の盾,せんねんおうちょうのたて,せんねんおうちょうのたて
20183,ミレニアムーン・メイデン,みれにあむーんめいでん,ミレニアムーン・メイデン
20184,ミレニアム・アブソリューター,みれにあむあぶそりゅーたー,ミレニアム・アブソリューター
20185,黒き魔術師－ブラック・マジシャン,くろきまじゅつしぶらっくまじしゃん,くろきまじゅつし－ブラック・マジシャン
20186,ギミック・パペット－リトル・ソルジャーズ,ぎみっくぱぺっとりとるそるじゃーず,ギミック・パペット－リトル・ソルジャーズ
20187,ギミック・パペット－ブラッディ・ドール,ぎみっくぱぺっとぶらっでぃどーる,ギミック・パペット－ブラッディ・ドール
20188,ギミック・パペット－カトル・スクリーム,ぎみっくぱぺっとかとるすくりーむ,ギミック・パペット－カトル・スクリーム
20189,光と昇華の竜,らいとえんどさぷりめいしょんどらごん,ライトエンドサプリメイション・ドラゴン
20190,闇と消滅の竜,だーくえんどいゔぁぽれいしょんどらごん,ダークエンドイヴァポレイション・ドラゴン
20191,鎧騎士竜－ナイト・アームド・ドラゴン－,よろいきしりゅうないとあーむどどらごん,よろいきしりゅう－ナイト・アームド・ドラゴン－
20192,白き森のアステーリャ,しろきもりのあすてーりゃ,しろきもりのアステーリャ
20193,白き森のリゼット,しろきもりのりぜっと,しろきもりのリゼット
20194,白き森のシルヴィ,しろきもりのしるゔぃ,しろきもりのシルヴィ
20195,白き森のルシア,しろきもりのるしあ,しろきもりのルシア
20196,魔を刻むデモンスミス,まをきざむでもんすみす,まをきざむデモンスミス
20197,蕾禍ノ姫邪眼,らいかのひめじゃのめ,ライカノヒメジャノメ
20198,幻禄の天盃龍,げんろくのてんぱいりゅう,げんろくのてんぱいりゅう
20199,メメント・スリーピィ,めめんとすりーぴぃ,メメント・スリーピィ
20200,竜騎士アトリィ,せんちゅりおんあとりぃ,センチュリオンアトリィ
20201,竜輝巧－νⅡ,どらいとろんにゅーつー,ドライトロン－ニューツー
20202,至天の魔王ミッシング・バロウズ,してんのまおうみっしんぐばろうず,してんのまおうミッシング・バロウズ
20203,祈りの女王－コスモクイーン,いのりのじょうおうこすもくいーん,いのりのじょうおう－コスモクイーン
20204,シビレルダケ,しびれるだけ,シビレルダケ
20205,無孔砲塔－ディセイブラスター,むこうほうとうでぃせいぶらすたー,むこうほうとう－ディセイブラスター
20206,マルチャミー・プルリア,まるちゃみーぷるりあ,マルチャミー・プルリア
20207,ドラ・ドラ,どらどら,ドラ・ドラ
20208,ブルーミー,ぶるーみー,ブルーミー
20209,面子蝙蝠,めんこうもり,メンコウモリ
20210,五月豹,ごがつびょう,ゴガツビョウ
20211,竜儀巧－メテオニス＝DAD,どらいとろんめておにすでぃーえーでぃー,ドライトロン－メテオニス＝ＤＡＤ
20212,幻の召喚神エクゾディア,まぼろしのしょうかんしんえくぞでぃあ,まぼろしのしょうかんしんエクゾディア
20213,光と闇の竜王,らいとあんどだーくねすどらごんろーど,ライトアンドダークネス・ドラゴンロード
20214,刻まれし魔ラクリモーサ,でもんすみすらくりもーさ,デモンスミスラクリモーサ
20215,刻まれし魔ディエスイレ,でもんすみすでぃえすいれ,デモンスミスディエスイレ
20216,冥骸王－メメントラン・テクトリカ,めいがいおうめめんとらんてくとりか,めいがいおう－メメントラン・テクトリカ
20217,白き森の魔狼シルウィア,しろきもりのまろうしるうぃあ,しろきもりのまろうシルウィア
20218,白き森の魔性ルシエラ,しろきもりのましょうるしえら,しろきもりのましょうルシエラ
20219,白き森の妖魔ディアベル,しろきもりのようまでぃあべる,しろきもりのようまディアベル
20220,DPAジャンダムーア,でぃーぴーえーじゃんだむーあ,ディーピーエージャンダムーア
20221,ギミック・パペット－ファンタジクス・マキナ,ぎみっくぱぺっとふぁんたじくすまきな,ギミック・パペット－ファンタジクス・マキナ
20222,CX ギミック・パペット－ファナティクス・マキナ,かおすえくしーずぎみっくぱぺっとふぁなてぃくすまきな,カオスエクシーズ　ギミック・パペット－ファナティクス・マキナ
20223,クイーンマドルチェ・ティアラフレース,くいーんまどるちぇてぃあらふれーす,クイーンマドルチェ・ティアラフレース
20224,異端なるフォボスコボス,いたんなるふぉぼすこぼす,いたんなるフォボスコボス
20225,刻まれし魔の鎮魂棺,でもんすみすれくいえむ,デモンスミス・レクイエム
20226,刻まれし魔の大聖棺,でもんすみすせくえんつぃあ,デモンスミス・セクエンツィア
20227,蕾禍ノ玄神憑月,らいかのくろかみつき,ライカノクロカミツキ
20228,ヴァルモニカの神奏－ヴァーラル,ゔぁるもにかのしんそうゔぁーらる,ヴァルモニカのしんそう－ヴァーラル
20229,ミニャーマドルチェ・ニャカロン,みにゃーまどるちぇにゃかろん,ミニャーマドルチェ・ニャカロン
20230,星界樹イルミスティル,せいかいじゅいるみすてぃる,せいかいじゅイルミスティル
20231,影法師トップハットヘア,かげほうしとっぷはっとへあ,かげほうしトップハットヘア
20232,千年の十字,せんねんのじゅうじ,せんねんのじゅうじ
20233,石版の神殿,うぇじゅのしんでん,ウェジュのしんでん
20234,魔神火焔砲,えぐぞーどぶれいず,エグゾード・ブレイズ
20235,地獄人形の館,じごくにんぎょうのやかた,じごくにんぎょうのやかた
20236,竜の影光,りゅうのえいこう,りゅうのえいこう
20237,白き森のいいつたえ,しろきもりのいいつたえ,しろきもりのいいつたえ
20238,白き森にはいるべからず,しろきもりにはいるべからず,しろきもりにはいるべからず
20239,罪宝の囁き,ざいほうのささやき,ざいほうのささやき
20240,刻まれし魔の詠聖,でもんすみすとらくとぅす,デモンスミス・トラクトゥス
20241,刻まれし魔の讃聖,でもんすみすさんくとぅす,デモンスミス・サンクトゥス
20242,贖いのエンブレーマ,あがないのえんぶれーま,あがないのエンブレーマ
20243,宵星の閃光,ゔぇすぱーぎるす,ヴェスパー・ギルス
20244,トラップ・ギャザー,とらっぷぎゃざー,トラップ・ギャザー
20245,亜空間物質回送装置,あくうかんぶっしつかいそうそうち,あくうかんぶっしつかいそうそうち
20246,BBS,びーばっくさいと,ビー・バック・サイト
20247,怒りの業火 エクゾード・フレイム,いかりのごうかえくぞーどふれいむ,いかりのごうか　エクゾード・フレイム
20248,黒魔術のバリア －ミラーフォース－,くろまじゅつのばりあみらーふぉーす,くろまじゅつのバリア　－ミラーフォース－
20249,傀儡遊儀－サービスト・パペット,くぐつゆうぎさーびすとぱぺっと,くぐつゆうぎ－サービスト・パペット
20250,白き森のわざわいなり,しろきもりのわざわいなり,しろきもりのわざわいなり
20251,刻まれし魔の楽園,でもんすみすいんぱらでぃずむ,デモンスミス・イン・パラディズム
20252,燦幻開花,さんげんかいほう,さんげんカイホウ
20253,粛声のガーディアン,しゅくせいのがーでぃあん,しゅくせいのガーディアン
20254,創神のヴァルモニカ,そうしんのゔぁるもにか,そうしんのヴァルモニカ
20255,流星極輝巧群,めておろーらどらいとろん,メテオローラ・ドライトロン
20256,マドルチェ・デセール,まどるちぇでせーる,マドルチェ・デセール
20257,聖王の粉砕,どみなすぱーじ,ドミナス・パージ
20258,影帽子,かげぼうし,かげぼうし
20259,三位一体,さんみいったい,さんみいったい
20260,誇りと魂の龍,ぷらいどとたましいのどらごん,プライドとたましいのドラゴン
20274,ピティ,ぴてぃ,ピティ
20276,銀河戦竜,ぎゃらくしーうぉーどれいく,ギャラクシー・ウォー・ドレイク
20277,銀河眼の時源竜,ぎゃらくしーあいずたきおんぷらいまる,ギャラクシーアイズ・タキオン・プライマル
20278,時空の雲篭,たきおんくらうどらごん,タキオン・クラウドラゴン
20279,無限竜シュヴァルツシルト,むげんりゅうしゅゔぁるつしると,むげんりゅうシュヴァルツシルト
20280,神影金龍ドラッグルクシオン,しんえいきんりゅうどらっぐるくしおん,しんえいきんりゅうドラッグルクシオン
20281,殲滅のタキオン・スパイラル,せんめつのたきおんすぱいらる,せんめつのタキオン・スパイラル
20282,時空の七皇,せぶんすたきおん,セブンス・タキオン
20283,ロード・オブ・ザ・タキオンギャラクシー,ろーどおぶざたきおんぎゃらくしー,ロード・オブ・ザ・タキオンギャラクシー
20284,X－クロス・キャノン,えっくすくろすきゃのん,エックス－クロス・キャノン
20285,Y－ドラゴン・イアヘッド,わいどらごんいあへっど,ワイ－ドラゴン・イアヘッド
20286,Z－ジリオン・キャタピラー,ぜっとじりおんきゃたぴらー,ゼット－ジリオン・キャタピラー
20287,XYZ－ハイパー・ドラゴン・キャノン,えっくすわいぜっとはいぱーどらごんきゃのん,エックスワイゼット－ハイパー・ドラゴン・キャノン
20288,ユニオン・コントローラー,ゆにおんこんとろーらー,ユニオン・コントローラー
20289,ユニオン・アクティベーション,ゆにおんあくてぃべーしょん,ユニオン・アクティベーション
20290,AtoZエナジーロード,えーとぅずぃえなじーろーど,エートゥズィエナジーロード
20291,トリックスター・フーディ,とりっくすたーふーでぃ,トリックスター・フーディ
20292,トリックスター・アクアエンジェル,とりっくすたーあくあえんじぇる,トリックスター・アクアエンジェル
20293,トリックスターバンド・ドラマチス,とりっくすたーばんどどらまちす,トリックスターバンド・ドラマチス
20294,トリックスター・コルチカ,とりっくすたーこるちか,トリックスター・コルチカ
20295,トリックスター・ノーブルエンジェル,とりっくすたーのーぶるえんじぇる,トリックスター・ノーブルエンジェル
20296,トリックスター・ディフュージョン,とりっくすたーでぃふゅーじょん,トリックスター・ディフュージョン
20297,青い涙の乙女,あおいなみだのおとめ,あおいなみだのおとめ
20383,機雷化するクリボー,きらいかするくりぼー,きらいかするクリボー
20388,嘆きの石版,なげきのうぇじゅ,なげきのウェジュ
20389,死霊公爵,しりょうこうしゃく,しりょうこうしゃく
20390,死霊の残像,しりょうのざんぞう,しりょうのざんぞう
20391,死霊の盾,しりょうのたて,しりょうのたて
20392,再生の海,さいせいのうみ,さいせいのうみ
20393,クリアー・ファントム,くりあーふぁんとむ,クリアー・ファントム
20394,クリアー・レイジ・ゴーレム,くりあーれいじごーれむ,クリアー・レイジ・ゴーレム
20395,クリアー・キューブ,くりあーきゅーぶ,クリアー・キューブ
20396,クリアー・ヴィシャス・ナイト,くりあーゔぃしゃすないと,クリアー・ヴィシャス・ナイト
20397,クリアー・ウォール,くりあーうぉーる,クリアー・ウォール
20398,特異点の悪魔,とくいてんのあくま,とくいてんのあくま
20399,ブレイク・ザ・シール,ぶれいくざしーる,ブレイク・ザ・シール
20400,地縛神 スカーレッド・ノヴァ,じばくしんすかーれっどのゔぁ,じばくしん　スカーレッド・ノヴァ
20401,古代の機械像,あんてぃーくぎあすたちゅー,アンティーク・ギアスタチュー
20402,カット・イン・シャーク,かっといんしゃーく,カット・イン・シャーク
20403,ギミック・パペット－キラーナイト,ぎみっくぱぺっときらーないと,ギミック・パペット－キラーナイト
20404,ワクチンゲール,わくちんげーる,ワクチンゲール
20405,Emファイヤー・ダンサー,えんためいじふぁいやーだんさー,エンタメイジファイヤー・ダンサー
20406,Emウォーター・ダンサー,えんためいじうぉーたーだんさー,エンタメイジウォーター・ダンサー
20407,Emウィンド・サッカー,えんためいじうぃんどさっかー,エンタメイジウィンド・サッカー
20408,Emカップ・トリッカー,えんためいじかっぷとりっかー,エンタメイジカップ・トリッカー
20409,Emトラピーズ・フォース・ウィッチ,えんためいじとらぴーずふぉーすうぃっち,エンタメイジトラピーズ・フォース・ウィッチ
20410,Em影絵師シャドー・メイカー,えんためいじかげえししゃどーめいかー,エンタメイジかげえしシャドー・メイカー
20411,Emトラピーズ・ハイ・マジシャン,えんためいじとらぴーずはいまじしゃん,エンタメイジトラピーズ・ハイ・マジシャン
20412,RUM－マジカル・フォース,らんくあっぷまじっくまじかるふぉーす,ランクアップマジック－マジカル・フォース
20413,魂を刻む右,えんぐれいぶそうるらいと,エングレイブ・ソウル・ライト
20414,金色の魅惑の女王,ごーるでんありゅーるくぃーん,ゴールデン・アリュール・クィーン
20415,魅惑の宮殿,ありゅーるぱれす,アリュール・パレス
20416,魅惑の舞,ありゅーるだんす,アリュール・ダンス
20435,原始生命態ティア,げんしせいめいたいてぃあ,げんしせいめいたいティア
20436,マインド・キャスリン,まいんどきゃすりん,マインド・キャスリン
20437,多層融合,たそうゆうごう,たそうゆうごう
20450,OToNaRiサンダー,おとなりさんだー,オトナリサンダー
20451,ジャイアント・タコーン,じゃいあんとたこーん,ジャイアント・タコーン
20452,分裂するプラナリア,ぶんれつするぷらなりあ,ぶんれつするプラナリア
20469,白の枢機竜,あるばしすてむどらぐまーた,アルバ・システム・ドラグマータ
20471,精霊コロゾ,まぎすとすころぞ,マギストスコロゾ
20473,オッドアイズ・ソルブレイズ・ドラゴン,おっどあいずそるぶれいずどらごん,オッドアイズ・ソルブレイズ・ドラゴン
20476,イグニホース・ドラゴニス,いぐにほーすどらごにす,イグニホース・ドラゴニス
20477,浮上するビッグ・ジョーズ,ふじょうするびっぐじょーず,ふじょうするビッグ・ジョーズ
20478,ドレイク・シャーク,どれいくしゃーく,ドレイク・シャーク
20479,アーマード・シャーク,あーまーどしゃーく,アーマード・シャーク
20480,心宿りし青眼竜,こころやどりしぶるーあいず,こころやどりしブルーアイズ
20481,レッドアイズ・ブラックフルメタルドラゴン,れっどあいずぶらっくふるめたるどらごん,レッドアイズ・ブラックフルメタルドラゴン
20482,メタル・デビルゾアX,めたるでびるぞあえっくす,メタル・デビルゾアエックス
20483,悪魔獣デビルゾア,あくまじゅうでびるぞあ,あくまじゅうデビルゾア
20484,鋼鉄の幻想師,めたるいりゅーじょにすと,メタル・イリュージョニスト
20485,B・F－猛撃のレイピア,びーふぉーすもうげきのれいぴあ,ビー・フォース－もうげきのレイピア
20486,Emボール・ライダー,えんためいじぼーるらいだー,エンタメイジボール・ライダー
20487,混沌なる魅惑の女王,こんとんなるありゅーるくぃーん,こんとんなるアリュール・クィーン
20488,天上天下百鬼羅刹,ばっどあすごぶりんらいだーず,バッド・アス・ゴブリンライダーズ
20489,原石竜インペリアル・ドラゴン,げんせきりゅういんぺりあるどらごん,げんせきりゅうインペリアル・ドラゴン
20490,紅涙の魔ラクリモーサ,こうるいのまらくりもーさ,こうるいのまラクリモーサ
20491,メメント・カクタス,めめんとかくたす,メメント・カクタス
20492,影騎士シメーリア,せんちゅりおんしめーりあ,センチュリオンシメーリア
20493,海皇精 アビスライン,かいおうせいあびすらいん,かいおうせい　アビスライン
20494,水精鱗の深影隊,まーめいるのしんえいたい,マーメイルのしんえいたい
20495,六武衆の破戒僧,ろくぶしゅうのはかいそう,ろくぶしゅうのはかいそう
20496,六武衆の指南番,ろくぶしゅうのしなんばん,ろくぶしゅうのしなんばん
20497,地下牢の徊神,たるたろすのかいじん,タルタロスのかいじん
20498,ユニオン・パイロット,ゆにおんぱいろっと,ユニオン・パイロット
20499,水霊媒師エリア,すいれいばいしえりあ,すいれいばいしエリア
20500,マルチャミー・フワロス,まるちゃみーふわろす,マルチャミー・フワロス
20501,ツルプルプルン,つるぷるぷるん,ツルプルプルン
20502,回猫,かいねこ,かいねこ
20503,Lマジマージ,りるまじまーじ,リルマジマージ
20504,夢幻吸収体,むげんきゅうしゅうたい,むげんきゅうしゅうたい
20505,ニュービー！,にゅーびー,ニュービー！
20506,背信聖徒シルヴィア,あざみなれあしるゔぃあ,アザミナ・レアシルヴィア
20507,告死聖徒ルシエラーゴ,あざみなむぅるしえらーご,アザミナ・ムゥルシエラーゴ
20508,飢渇聖徒エリュシクトーン,あざみなそるえりゅしくとーん,アザミナ・ソルエリュシクトーン
20509,殺戮聖徒レジーナ,あざみなもあれじーな,アザミナ・モアレジーナ
20510,空隙の原星竜,くうげきのげんせいりゅう,くうげきのげんせいりゅう
20511,黎銘機ヘオスヴァローグ,れいめいきへおすゔぁろーぐ,れいめいきヘオスヴァローグ
20512,B・F－革命のグラン・パルチザン,びーふぉーすかくめいのぐらんぱるちざん,ビー・フォース－かくめいのグラン・パルチザン
20513,B・F－神事弓のサチ,びーふぉーすしんじきゅうのさち,ビー・フォース－しんじきゅうのサチ
20514,騎士皇プリメラ・プリムス,せんちゅりおんぷりめらぷりむす,センチュリオンプリメラ・プリムス
20515,真魔六武衆－シエン,しんまろくぶしゅうしえん,しんまろくぶしゅう－シエン
20516,真魔六武衆－エニシ,しんまろくぶしゅうえにし,しんまろくぶしゅう－エニシ
20517,CNo.32 海咬龍シャーク・ドレイク・リバイス,かおすなんばーずさんじゅうにかいこうりゅうしゃーくどれいくりばいす,カオスナンバーズ３２　かいこうりゅうシャーク・ドレイク・リバイス
20518,リヴァーチュ・ドラゴン,りゔぁーちゅどらごん,リヴァーチュ・ドラゴン
20519,海皇龍神 ポセイドラ・アビス,かいおうりゅうじんぽせいどらあびす,かいおうりゅうじん　ポセイドラ・アビス
20520,至鋼の玉 ルーベサフィルス,しこうのぎょくるーべさふぃるす,しこうのぎょく　ルーベサフィルス
20521,刻まれし魔の神聖棺,でもんすみすあぐぬすでい,デモンスミス・アグヌスデイ
20522,皇たる水精鱗－ネプトアビス,おうたるまーめいるねぷとあびす,おうたるマーメイル－ネプトアビス
20523,彷徨える幽霊船,ふらいんぐめありー,フライング・メアリー
20524,アクア・ジェット・サーフェス,あくあじぇっとさーふぇす,アクア・ジェット・サーフェス
20525,リンカーネイト・アンヴェイル・メイル,りんかーねいとあんゔぇいるめいる,リンカーネイト・アンヴェイル・メイル
20526,迫りくる機械,せまりくるましーん,せまりくるマシーン
20527,武装蜂起,ぶそうほうき,ぶそうほうき
20528,B・F・W,びーふぉーすうぃんど,ビー・フォース・ウィンド
20529,聖なる薊花,せいなるあざみな,せいなるアザミナ
20530,アザミナ・オフェイレーテス,あざみなおふぇいれーてす,アザミナ・オフェイレーテス
20531,罪宝の欺き,ざいほうのあざむき,ざいほうのあざむき
20532,白き森のあくま,しろきもりのあくま,しろきもりのあくま
20533,百鬼羅刹大収監,ごぶりんらいだーだいしゅうかん,ゴブリンライダーだいしゅうかん
20534,原石の皇脈,げんせきのこうみゃく,げんせきのこうみゃく
20535,原石の鳴獰,げんせきのめいどう,げんせきのめいどう
20536,原石の穿光,げんせきのせんこう,げんせきのせんこう
20537,燦幻封炉,さんげんふーろ,さんげんフーロ
20538,アビスティング－トリアイナ,あびすてぃんぐとりあいな,アビスティング－トリアイナ
20539,六武式襲双陣,ろくぶしきしゅうそうじん,ろくぶしきしゅうそうじん
20540,超獸の咆哮,でかねろーぐ,デカネローグ
20541,死を謳う魔瞳,しをうたうもるがないと,しをうたうモルガナイト
20542,渦巻く海炎,うずまくかいえん,うずまくかいえん
20543,共闘闘君,きょうとうとうくん,きょうとうとうくん
20544,ヴァーチュ・ストリーム,ゔぁーちゅすとりーむ,ヴァーチュ・ストリーム
20545,エクシーズ・ポセイドン・スプラッシュ,えくしーずぽせいどんすぷらっしゅ,エクシーズ・ポセイドン・スプラッシュ
20546,傀儡流儀－パペット・シャーク,くぐつりゅうぎぱぺっとしゃーく,くぐつりゅうぎ－パペット・シャーク
20547,メタル化・強化反射装甲,めたるかきょうかはんしゃそうこう,メタルか・きょうかはんしゃそうこう
20548,時の機械－タイム・エンジン,ときのきかいたいむえんじん,ときのきかい－タイム・エンジン
20549,アザミナ・ハマルティア,あざみなはまるてぃあ,アザミナ・ハマルティア
20550,罪宝の咎人,ざいほうのとがびと,ざいほうのとがびと
20551,百鬼羅刹大危機,ごぶりんらいだーだいぴんち,ゴブリンライダーだいピンチ
20552,原石の号咆,げんせきのごうほう,げんせきのごうほう
20553,蕾禍ノ曝藤,らいかのさらしふじ,ライカノサラシフジ
20554,ヴァルモニカ・エレディターレ,ゔぁるもにかえれでぃたーれ,ヴァルモニカ・エレディターレ
20555,霊王の波動,どみなすいんぱるす,ドミナス・インパルス
20556,火器の祝台,かきのしゅくだい,かきのしゅくだい
20557,誇りと魂の究極竜,ぷらいどとたましいのあるてぃめっとどらごん,プライドとたましいのアルティメットドラゴン
20571,EMスカイ・マジシャン・ガール,えんためいとすかいまじしゃんがーる,エンタメイトスカイ・マジシャン・ガール
20572,ソード・ライゼオル,そーどらいぜおる,ソード・ライゼオル
20573,ノード・ライゼオル,のーどらいぜおる,ノード・ライゼオル
20574,アイス・ライゼオル,あいすらいぜおる,アイス・ライゼオル
20575,エクス・ライゼオル,えくすらいぜおる,エクス・ライゼオル
20576,パルマ・ライゼオル,ぱるまらいぜおる,パルマ・ライゼオル
20577,ライゼオル・デュオドライブ,らいぜおるでゅおどらいぶ,ライゼオル・デュオドライブ
20578,ライゼオル・デッドネーダー,らいぜおるでっどねーだー,ライゼオル・デッドネーダー
20579,ライゼオル・プラグイン,らいぜおるぷらぐいん,ライゼオル・プラグイン
20580,ライゼオル・クロス,らいぜおるくろす,ライゼオル・クロス
20581,ライゼオル・ホールスラスター,らいぜおるほーるすらすたー,ライゼオル・ホールスラスター
20582,M∀LICE＜P＞White Rabbit,まりすぽーんほわいとらびっと,マリス＜ポーン＞ホワイト・ラビット
20583,M∀LICE＜P＞Cheshire Cat,まりすぽーんちぇしゃきゃっと,マリス＜ポーン＞チェシャ・キャット
20584,M∀LICE＜P＞Dormouse,まりすぽーんどーまうす,マリス＜ポーン＞ドーマウス
20585,M∀LICE＜Q＞RED RANSOM,まりすくいーんれっどらんさむ,マリス＜クイーン＞レッド・ランサム
20586,M∀LICE＜Q＞WHITE BINDER,まりすくいーんほわいとばいんだー,マリス＜クイーン＞ホワイト・バインダー
20587,M∀LICE＜Q＞HEARTS OF CRYPTER,まりすくいーんはーつおぶくりぷたー,マリス＜クイーン＞ハーツ・オブ・クリプター
20588,M∀LICE IN UNDERGROUND,まりすいんあんだーぐらうんど,マリス　イン　アンダーグラウンド
20589,M∀LICE＜C＞MTP－０７,まりすこーどえむてぃーぴーぜろなな,マリス＜コード＞ＭＴＰ－０７
20590,M∀LICE＜C＞GWC－０６,じーだぶりゅしーぜろろく,マリス＜コード＞ＧＷＣ－０６
20591,M∀LICE＜C＞TB－１１,まりすこーどてぃーびーいちいち,マリス＜コード＞ＴＢ－１１
20592,恐巄竜華－㟴巴,きょうろうりゅうげかいば,きょうろうりゅうげ－かいば
20593,海瀧竜華－淵巴,かいろうりゅうげえんば,かいろうりゅうげ－えんば
20594,幻朧竜華－霸巴,げんろうりゅうげはくば,げんろうりゅうげ－はくば
20595,創星竜華－光巴,そうせいりゅうげみつば,そうせいりゅうげ－みつば
20596,竜華界闢,りゅうげかいびゃく,りゅうげかいびゃく
20597,登竜華転生紋,とうりゅうげてんせいもん,とうりゅうげてんせいもん
20598,登竜華恐巄門,とうりゅうげきょうろうもん,とうりゅうげきょうろうもん
